ingrl;sexo;edad;escol;lningrl;edad2
388;1;30;6;5.9610052;900
388;0;32;8;5.9610052;1024
514;1;32;6;6.2422233;1024
480;1;23;6;6.1737862;529
320;1;45;0;5.768321;2025
0;0;38;5;;1444
310;1;36;12;5.7365723;1296
156;1;14;7;5.0498562;196
450;1;28;17;6.1092477;784
450;1;23;15;6.1092477;529
110;1;35;10;4.7004805;1225
390;1;48;5;5.9661469;2304
320;1;27;6;5.768321;729
674;1;48;1;6.5132303;2304
910;1;35;12;6.8134446;1225
560;0;30;12;6.3279366;900
1750;1;37;13;7.467371;1369
160;0;34;17;5.0751739;1156
948;0;53;16;6.8543544;2809
510;1;25;17;6.2344108;625
320;1;41;17;5.768321;1681
160;0;56;6;5.0751739;3136
417;1;31;11;6.0330863;961
14;1;63;6;2.6390574;3969
300;1;59;6;5.7037826;3481
37;0;44;6;3.6109178;1936
290;1;50;11;5.6698809;2500
100;0;46;10;4.6051702;2116
7500;0;40;13;8.922658;1600
1050;1;39;9;6.9565454;1521
400;1;46;6;5.9914646;2116
24;0;42;5;3.1780539;1764
30;1;18;6;3.4011974;324
200;1;15;10;5.2983174;225
1470;1;25;17;7.2930179;625
120;1;38;6;4.7874918;1444
80;0;35;2;4.3820267;1225
629;1;50;6;6.4441314;2500
307;0;41;6;5.7268476;1681
280;1;26;9;5.6347895;676
220;0;22;12;5.3936276;484
190;1;25;6;5.2470241;625
60;1;62;12;4.0943446;3844
350;1;20;11;5.857933;400
180;1;18;12;5.1929569;324
371;1;47;3;5.9162021;2209
90;0;48;0;4.4998097;2304
348;1;48;4;5.8522024;2304
28;0;47;6;3.3322046;2209
348;1;22;6;5.8522024;484
288;0;20;12;5.6629605;400
0;1;70;4;;4900
25;1;50;4;3.2188759;2500
10;1;67;0;2.3025851;4489
200;1;51;6;5.2983174;2601
830;1;38;6;6.7214255;1444
100;0;35;10;4.6051702;1225
30;1;64;3;3.4011974;4096
85;1;62;6;4.4426513;3844
0;1;20;9;;400
0;1;19;9;;361
555;1;35;2;6.3189683;1225
577;1;45;6;6.3578424;2025
655;1;47;3;6.4846354;2209
150;0;45;3;5.0106354;2025
655;1;20;12;6.4846354;400
677;1;37;6;6.5176711;1369
500;1;42;9;6.2146082;1764
130;0;39;6;4.8675346;1521
240;1;17;11;5.480639;289
280;0;45;8;5.6347895;2025
270;1;23;12;5.5984221;529
310;1;22;12;5.7365723;484
613;1;39;12;6.418365;1521
0;0;31;16;;961
630;1;52;16;6.4457197;2704
480;0;41;12;6.1737862;1681
155;0;33;6;5.0434251;1089
0;1;16;9;;256
240;1;60;6;5.480639;3600
80;0;60;0;4.3820267;3600
100;0;38;6;4.6051702;1444
1425;1;34;12;7.2619271;1156
375;0;35;12;5.9269261;1225
1018;1;29;12;6.9255953;841
50;0;50;6;3.9120231;2500
435;1;29;6;6.075346;841
450;1;37;6;6.1092477;1369
1100;0;47;17;7.0030656;2209
1505;1;58;17;7.3165483;3364
1320;1;25;12;7.1853871;625
400;1;26;12;5.9914646;676
790;1;39;10;6.6720328;1521
440;1;45;13;6.0867748;2025
420;1;40;12;6.0402546;1600
400;1;24;8;5.9914646;576
140;0;25;12;4.9416423;625
0;1;35;6;;1225
50;0;33;6;3.9120231;1089
680;1;54;6;6.5220928;2916
634;0;32;14;6.4520488;1024
280;1;46;6;5.6347895;2116
125;0;40;4;4.8283138;1600
450;1;27;6;6.1092477;729
202;0;26;10;5.3082676;676
906;1;42;6;6.8090391;1764
280;1;42;6;5.6347895;1764
131;0;31;6;4.8751974;961
180;0;54;6;5.1929569;2916
200;0;22;9;5.2983174;484
318;1;21;6;5.7620516;441
70;1;18;9;4.2484951;324
771;1;37;15;6.6476884;1369
220;0;42;6;5.3936276;1764
212;0;66;3;5.3565865;4356
0;1;49;6;;2401
200;0;45;6;5.2983174;2025
130;0;20;12;4.8675346;400
100;0;53;3;4.6051702;2809
120;1;24;12;4.7874918;576
421;0;52;12;6.0426331;2704
588;1;27;16;6.3767271;729
162;0;43;6;5.0875964;1849
232;0;57;6;5.4467373;3249
325;1;32;12;5.7838254;1024
250;1;68;6;5.521461;4624
0;0;44;1;;1936
300;1;22;12;5.7037826;484
380;1;60;8;5.9401712;3600
380;0;49;12;5.9401712;2401
318;0;24;17;5.7620516;576
320;1;24;6;5.768321;576
200;1;30;6;5.2983174;900
25;0;33;6;3.2188759;1089
380;1;51;11;5.9401712;2601
330;1;55;8;5.7990928;3025
400;1;20;15;5.9914646;400
400;0;21;15;5.9914646;441
400;1;20;15;5.9914646;400
530;1;57;5;6.2728772;3249
120;0;54;6;4.7874918;2916
980;1;33;17;6.8875527;1089
150;0;56;1;5.0106354;3136
180;1;21;15;5.1929569;441
1420;1;35;10;7.2584124;1225
215;1;52;6;5.3706379;2704
140;0;48;6;4.9416423;2304
140;1;22;6;4.9416423;484
190;1;19;6;5.2470241;361
90;0;16;6;4.4998097;256
240;0;30;6;5.480639;900
0;1;54;6;;2916
48;0;33;9;3.871201;1089
1600;1;32;12;7.377759;1024
480;0;28;15;6.1737862;784
150;0;62;4;5.0106354;3844
400;1;26;13;5.9914646;676
0;1;39;6;;1521
178;0;45;0;5.1817837;2025
0;1;22;6;;484
570;1;37;12;6.3456364;1369
800;1;31;12;6.6846118;961
180;0;29;12;5.1929569;841
338;1;34;12;5.8230457;1156
1200;1;58;12;7.0900769;3364
1400;0;55;12;7.2442274;3025
438;0;59;6;6.0822191;3481
200;1;57;14;5.2983174;3249
436;0;46;12;6.0776424;2116
493;1;25;12;6.2005091;625
600;1;49;17;6.3969297;2401
250;0;42;15;5.521461;1764
510;0;58;6;6.2344108;3364
318;0;23;16;5.7620516;529
760;1;54;12;6.6333184;2916
180;0;61;6;5.1929569;3721
500;0;30;12;6.2146082;900
1400;0;26;17;7.2442274;676
60;0;24;15;4.0943446;576
200;1;25;12;5.2983174;625
246;1;21;6;5.5053315;441
240;1;47;6;5.480639;2209
300;1;42;2;5.7037826;1764
320;1;39;9;5.768321;1521
844;1;49;6;6.7381525;2401
680;0;60;3;6.5220928;3600
20;0;56;3;2.9957323;3136
200;1;26;15;5.2983174;676
90;1;52;1;4.4998097;2704
825;0;54;12;6.7153835;2916
808;0;30;17;6.694562;900
788;0;28;17;6.669498;784
1600;1;55;7;7.377759;3025
200;0;21;8;5.2983174;441
1000;0;29;12;6.9077554;841
592;0;26;14;6.3835068;676
1900;1;42;17;7.5496092;1764
370;0;41;12;5.9135032;1681
440;1;31;10;6.0867748;961
2800;1;43;6;7.9373746;1849
160;1;48;6;5.0751739;2304
400;1;45;6;5.9914646;2025
72;0;17;8;4.2766662;289
120;1;52;15;4.7874918;2704
270;0;49;12;5.5984221;2401
360;1;41;9;5.8861041;1681
720;0;28;15;6.5792513;784
200;0;19;12;5.2983174;361
2230;1;32;17;7.7097569;1024
990;0;31;17;6.8977051;961
205;0;34;15;5.32301;1156
0;0;26;14;;676
790;1;42;12;6.6720328;1764
440;0;40;12;6.0867748;1600
720;1;30;17;6.5792513;900
780;0;24;16;6.6592941;576
550;0;33;12;6.3099184;1089
3600;1;33;17;8.1886892;1089
1421;0;31;17;7.2591162;961
610;1;36;16;6.4134588;1296
386;0;60;12;5.9558372;3600
100;0;51;14;4.6051702;2601
342;1;19;15;5.8348107;361
270;1;41;12;5.5984221;1681
360;0;40;12;5.8861041;1600
102;1;22;16;4.6249728;484
500;1;47;12;6.2146082;2209
10;0;49;9;2.3025851;2401
250;0;26;14;5.521461;676
2000;1;46;17;7.6009026;2116
105;0;89;3;4.6539602;7921
50;0;55;3;3.9120231;3025
240;1;35;6;5.480639;1225
400;1;58;12;5.9914646;3364
458;1;39;12;6.1268692;1521
345;0;40;12;5.8435445;1600
1150;1;60;16;7.0475173;3600
770;0;27;17;6.6463904;729
480;1;23;12;6.1737862;529
300;1;56;6;5.7037826;3136
385;0;54;6;5.9532433;2916
437;0;35;16;6.0799332;1225
650;1;36;12;6.4769726;1296
0;1;36;6;;1296
170;0;55;5;5.1357985;3025
1010;1;52;17;6.9177055;2704
715;1;46;15;6.5722823;2116
50;0;47;15;3.9120231;2209
950;1;39;12;6.856462;1521
500;0;35;6;6.2146082;1225
120;1;64;6;4.7874918;4096
0;0;58;6;;3364
100;0;37;8;4.6051702;1369
70;1;73;10;4.2484951;5329
150;0;51;6;5.0106354;2601
250;1;41;12;5.521461;1681
1195;1;39;17;7.0859013;1521
1560;0;32;17;7.3524413;1024
346;1;33;6;5.8464389;1089
100;0;39;6;4.6051702;1521
0;0;37;12;;1369
230;1;47;12;5.4380794;2209
200;0;45;6;5.2983174;2025
614;1;65;12;6.4199948;4225
348;1;36;12;5.8522024;1296
60;0;54;6;4.0943446;2916
915;1;37;17;6.818924;1369
220;0;32;12;5.3936276;1024
604;1;48;6;6.403574;2304
416;0;46;6;6.0306854;2116
2230;1;48;17;7.7097569;2304
1373;0;50;16;7.2247534;2500
611;0;22;14;6.4150968;484
547;1;47;14;6.3044486;2209
1270;0;34;19;7.1467724;1156
825;0;50;16;6.7153835;2500
575;0;38;16;6.3543701;1444
870;0;30;17;6.7684932;900
600;1;40;17;6.3969297;1600
124;0;39;6;4.8202815;1521
500;1;68;12;6.2146082;4624
200;0;52;6;5.2983174;2704
385;0;29;12;5.9532433;841
318;1;64;6;5.7620516;4096
950;1;29;12;6.856462;841
150;1;50;12;5.0106354;2500
250;1;24;6;5.521461;576
250;0;24;6;5.521461;576
880;1;45;17;6.779922;2025
700;0;43;12;6.5510802;1849
80;0;59;6;4.3820267;3481
376;1;49;6;5.9295893;2401
0;0;23;17;;529
70;0;20;12;4.2484951;400
250;1;22;10;5.521461;484
140;0;71;2;4.9416423;5041
1100;0;55;6;7.0030656;3025
438;0;51;6;6.0822191;2601
438;0;44;15;6.0822191;1936
362;1;48;12;5.891644;2304
400;0;43;12;5.9914646;1849
550;1;49;15;6.3099184;2401
70;0;42;14;4.2484951;1764
200;0;61;6;5.2983174;3721
400;1;54;17;5.9914646;2916
210;0;48;11;5.3471074;2304
120;0;24;15;4.7874918;576
320;1;47;6;5.768321;2209
320;1;43;6;5.768321;1849
0;1;53;2;;2809
650;0;25;8;6.4769726;625
360;1;58;3;5.8861041;3364
125;0;54;1;4.8283138;2916
125;1;23;12;4.8283138;529
680;1;31;12;6.5220928;961
300;1;47;6;5.7037826;2209
250;1;20;9;5.521461;400
135;0;55;2;4.9052749;3025
300;0;44;12;5.7037826;1936
300;1;19;12;5.7037826;361
800;1;77;6;6.6846118;5929
300;0;46;16;5.7037826;2116
900;1;44;16;6.8023949;1936
460;1;31;17;6.1312265;961
800;1;49;10;6.6846118;2401
400;1;20;12;5.9914646;400
240;1;38;12;5.480639;1444
160;0;27;12;5.0751739;729
210;0;46;12;5.3471074;2116
220;1;20;13;5.3936276;400
400;1;38;13;5.9914646;1444
348;1;25;12;5.8522024;625
600;1;30;6;6.3969297;900
700;1;30;17;6.5510802;900
390;1;34;6;5.9661469;1156
70;0;30;6;4.2484951;900
585;1;55;9;6.3716121;3025
850;0;58;9;6.7452364;3364
420;1;32;16;6.0402546;1024
560;1;29;6;6.3279366;841
690;1;53;13;6.5366917;2809
220;1;77;6;5.3936276;5929
1035;1;22;12;6.9421568;484
1300;0;58;16;7.1701198;3364
1100;1;40;12;7.0030656;1600
380;0;37;17;5.9401712;1369
3650;1;64;17;8.2024822;4096
320;1;42;6;5.768321;1764
200;0;42;12;5.2983174;1764
760;1;40;17;6.6333184;1600
420;1;29;6;6.0402546;841
1000;1;56;6;6.9077554;3136
386;0;21;12;5.9558372;441
150;0;38;12;5.0106354;1444
348;0;55;6;5.8522024;3025
810;0;28;15;6.6970344;784
320;1;37;6;5.768321;1369
150;0;36;2;5.0106354;1296
200;1;16;9;5.2983174;256
200;1;18;7;5.2983174;324
150;0;52;14;5.0106354;2704
318;1;50;15;5.7620516;2500
553;1;49;13;6.3153582;2401
150;0;41;12;5.0106354;1681
180;0;54;6;5.1929569;2916
288;1;36;12;5.6629605;1296
330;0;52;6;5.7990928;2704
880;0;28;18;6.779922;784
0;1;26;18;;676
450;1;54;6;6.1092477;2916
300;0;55;6;5.7037826;3025
2500;1;45;18;7.8240461;2025
600;0;32;17;6.3969297;1024
358;1;61;6;5.8805332;3721
200;1;37;17;5.2983174;1369
770;0;29;19;6.6463904;841
220;0;52;4;5.3936276;2704
360;1;52;6;5.8861041;2704
320;1;27;6;5.768321;729
140;1;67;6;4.9416423;4489
480;1;33;11;6.1737862;1089
300;1;34;6;5.7037826;1156
450;0;42;8;6.1092477;1764
0;0;42;12;;1764
395;0;40;12;5.9788857;1600
485;0;48;16;6.1841488;2304
650;1;27;19;6.4769726;729
350;1;60;8;5.857933;3600
85;1;65;9;4.4426513;4225
340;0;23;12;5.8289456;529
400;1;54;6;5.9914646;2916
30;0;54;1;3.4011974;2916
120;0;36;2;4.7874918;1296
400;0;29;9;5.9914646;841
200;0;20;8;5.2983174;400
150;0;17;7;5.0106354;289
850;1;45;16;6.7452364;2025
1520;0;40;20;7.3264656;1600
420;1;34;11;6.0402546;1156
600;1;31;8;6.3969297;961
520;0;42;6;6.253829;1764
420;1;41;6;6.0402546;1681
318;1;52;12;5.7620516;2704
140;0;49;6;4.9416423;2401
322;0;25;15;5.7745514;625
437;1;23;12;6.0799332;529
100;0;31;12;4.6051702;961
340;1;37;6;5.8289456;1369
160;0;53;6;5.0751739;2809
64;0;40;6;4.1588831;1600
160;1;46;6;5.0751739;2116
40;1;34;6;3.6888795;1156
620;0;32;12;6.4297194;1024
360;1;32;6;5.8861041;1024
85;0;37;2;4.4426513;1369
880;1;43;6;6.779922;1849
318;0;39;6;5.7620516;1521
240;1;20;10;5.480639;400
587;1;35;9;6.3750248;1225
318;1;21;15;5.7620516;441
150;1;53;3;5.0106354;2809
200;0;20;12;5.2983174;400
0;0;57;9;;3249
500;1;50;12;6.2146082;2500
60;0;35;13;4.0943446;1225
308;1;28;12;5.7300997;784
343;0;27;9;5.8377304;729
320;1;57;0;5.768321;3249
150;0;55;0;5.0106354;3025
350;1;52;4;5.857933;2704
320;1;22;12;5.768321;484
200;1;76;2;5.2983174;5776
790;1;60;6;6.6720328;3600
700;1;33;12;6.5510802;1089
350;1;42;6;5.857933;1764
420;0;37;15;6.0402546;1369
605;0;33;15;6.4052286;1089
260;0;46;6;5.5606818;2116
160;0;29;17;5.0751739;841
600;1;42;12;6.3969297;1764
400;1;24;12;5.9914646;576
930;1;49;8;6.8351846;2401
150;0;43;6;5.0106354;1849
550;1;36;6;6.3099184;1296
380;0;66;4;5.9401712;4356
240;1;43;6;5.480639;1849
240;1;22;6;5.480639;484
100;0;56;3;4.6051702;3136
100;0;34;12;4.6051702;1156
100;1;72;6;4.6051702;5184
220;0;48;16;5.3936276;2304
520;1;54;12;6.253829;2916
1760;0;30;18;7.4730692;900
570;1;37;12;6.3456364;1369
100;0;40;6;4.6051702;1600
348;1;46;6;5.8522024;2116
850;0;50;16;6.7452364;2500
348;1;29;16;5.8522024;841
318;0;24;15;5.7620516;576
530;0;49;17;6.2728772;2401
800;1;49;12;6.6846118;2401
645;0;42;14;6.4692502;1764
435;0;35;17;6.075346;1225
500;1;47;6;6.2146082;2209
200;1;24;12;5.2983174;576
280;1;33;6;5.6347895;1089
200;1;76;6;5.2983174;5776
70;0;63;6;4.2484951;3969
470;1;28;12;6.1527328;784
1200;1;60;12;7.0900769;3600
800;1;36;16;6.6846118;1296
860;1;25;12;6.7569323;625
150;1;37;12;5.0106354;1369
200;1;54;3;5.2983174;2916
30;0;57;12;3.4011974;3249
400;1;43;12;5.9914646;1849
411;0;41;6;6.0185933;1681
30;0;73;4;3.4011974;5329
456;1;27;12;6.1224928;729
430;0;35;12;6.0637851;1225
900;1;48;12;6.8023949;2304
440;0;57;2;6.0867748;3249
400;1;33;11;5.9914646;1089
320;1;26;12;5.768321;676
385;1;52;6;5.9532433;2704
750;1;48;12;6.6200733;2304
1800;1;36;12;7.495542;1296
280;1;53;6;5.6347895;2809
1500;1;67;6;7.3132205;4489
655;0;33;17;6.4846354;1089
980;1;31;12;6.8875527;961
750;0;35;12;6.6200733;1225
300;1;39;15;5.7037826;1521
400;1;42;9;5.9914646;1764
50;0;39;6;3.9120231;1521
0;1;32;6;;1024
300;1;37;12;5.7037826;1369
100;0;49;3;4.6051702;2401
90;0;22;10;4.4998097;484
438;1;29;6;6.0822191;841
438;1;23;6;6.0822191;529
438;1;19;12;6.0822191;361
320;1;36;6;5.768321;1296
150;1;46;6;5.0106354;2116
150;0;50;14;5.0106354;2500
550;1;42;6;6.3099184;1764
300;1;43;6;5.7037826;1849
150;0;24;11;5.0106354;576
318;1;29;6;5.7620516;841
470;1;60;12;6.1527328;3600
120;0;23;9;4.7874918;529
150;1;22;6;5.0106354;484
300;1;60;12;5.7037826;3600
1840;1;22;15;7.5175209;484
440;1;64;6;6.0867748;4096
820;0;42;6;6.7093043;1764
397;0;28;18;5.9839363;784
320;1;44;12;5.768321;1936
1110;1;46;13;7.0121155;2116
450;0;41;9;6.1092477;1681
500;1;38;12;6.2146082;1444
250;1;53;9;5.521461;2809
251;0;46;2;5.5254531;2116
368;1;26;12;5.908083;676
200;1;25;12;5.2983174;625
200;1;23;12;5.2983174;529
350;1;53;0;5.857933;2809
450;1;23;12;6.1092477;529
200;1;37;6;5.2983174;1369
200;1;19;6;5.2983174;361
160;0;53;4;5.0751739;2809
300;1;25;6;5.7037826;625
300;1;21;6;5.7037826;441
550;1;41;12;6.3099184;1681
660;0;40;16;6.49224;1600
320;1;37;4;5.768321;1369
120;0;31;5;4.7874918;961
500;1;46;6;6.2146082;2116
200;0;23;12;5.2983174;529
160;1;22;12;5.0751739;484
422;1;57;6;6.0450053;3249
400;1;25;12;5.9914646;625
200;1;64;6;5.2983174;4096
300;0;35;9;5.7037826;1225
240;1;21;5;5.480639;441
250;1;49;3;5.521461;2401
368;1;48;9;5.908083;2304
540;1;42;10;6.2915692;1764
540;1;39;12;6.2915692;1521
250;1;35;5;5.521461;1225
366;0;38;5;5.9026332;1444
318;1;62;6;5.7620516;3844
220;0;52;9;5.3936276;2704
300;1;36;11;5.7037826;1296
120;1;50;6;4.7874918;2500
392;1;22;12;5.971262;484
69;0;64;3;4.2341065;4096
220;1;38;6;5.3936276;1444
500;1;39;5;6.2146082;1521
250;1;26;8;5.521461;676
80;0;26;9;4.3820267;676
400;1;52;5;5.9914646;2704
363;1;20;6;5.894403;400
150;0;28;11;5.0106354;784
380;1;32;6;5.9401712;1024
240;0;29;12;5.480639;841
230;1;57;4;5.4380794;3249
80;0;41;4;4.3820267;1681
170;0;18;5;5.1357985;324
110;0;14;6;4.7004805;196
300;0;43;8;5.7037826;1849
150;0;25;12;5.0106354;625
318;0;21;12;5.7620516;441
200;1;20;12;5.2983174;400
406;1;34;12;6.0063534;1156
425;1;33;14;6.0520892;1089
160;0;29;16;5.0751739;841
60;1;70;4;4.0943446;4900
400;1;27;6;5.9914646;729
70;0;30;2;4.2484951;900
495;1;38;6;6.2045579;1444
560;1;23;12;6.3279366;529
80;0;58;0;4.3820267;3364
350;1;34;6;5.857933;1156
300;1;43;7;5.7037826;1849
290;1;23;10;5.6698809;529
300;1;40;6;5.7037826;1600
160;1;18;12;5.0751739;324
240;1;17;12;5.480639;289
360;1;20;12;5.8861041;400
360;1;65;4;5.8861041;4225
170;1;33;6;5.1357985;1089
240;1;52;6;5.480639;2704
318;0;25;17;5.7620516;625
360;1;25;12;5.8861041;625
536;1;26;6;6.2841344;676
487;1;39;12;6.1882639;1521
80;0;35;6;4.3820267;1225
70;0;74;2;4.2484951;5476
70;0;55;2;4.2484951;3025
375;1;69;1;5.9269261;4761
120;0;30;6;4.7874918;900
130;0;50;6;4.8675346;2500
110;1;32;12;4.7004805;1024
600;1;32;12;6.3969297;1024
320;1;50;2;5.768321;2500
240;1;25;6;5.480639;625
240;1;26;4;5.480639;676
120;1;37;4;4.7874918;1369
280;1;71;0;5.6347895;5041
490;0;26;12;6.1944056;676
280;1;40;4;5.6347895;1600
150;1;29;2;5.0106354;841
27;0;60;4;3.2958369;3600
350;1;22;6;5.857933;484
220;1;30;6;5.3936276;900
244;1;75;1;5.4971681;5625
580;1;36;12;6.363028;1296
180;1;38;4;5.1929569;1444
180;1;20;9;5.1929569;400
100;0;67;0;4.6051702;4489
3190;0;31;6;8.0677757;961
200;1;17;6;5.2983174;289
100;1;51;0;4.6051702;2601
280;1;28;6;5.6347895;784
280;0;26;6;5.6347895;676
888;1;28;12;6.7889719;784
600;1;36;17;6.3969297;1296
120;0;38;14;4.7874918;1444
300;1;29;10;5.7037826;841
130;0;33;9;4.8675346;1089
360;1;39;6;5.8861041;1521
200;0;18;6;5.2983174;324
140;0;49;12;4.9416423;2401
130;0;20;12;4.8675346;400
297;1;66;3;5.6937323;4356
170;0;37;6;5.1357985;1369
1190;1;35;6;7.0817084;1225
150;0;42;13;5.0106354;1764
208;1;57;1;5.3375382;3249
208;0;28;6;5.3375382;784
208;1;26;6;5.3375382;676
208;1;24;6;5.3375382;576
248;0;22;12;5.5134287;484
705;1;41;12;6.558198;1681
215;1;30;5;5.3706379;900
215;0;27;6;5.3706379;729
288;1;22;3;5.6629605;484
312;1;25;4;5.7430034;625
280;1;22;5;5.6347895;484
312;1;29;5;5.7430034;841
80;0;25;12;4.3820267;625
240;1;20;6;5.480639;400
1100;1;65;6;7.0030656;4225
200;1;53;6;5.2983174;2809
200;1;65;6;5.2983174;4225
550;0;68;6;6.3099184;4624
490;0;53;4;6.1944056;2809
400;0;27;12;5.9914646;729
1700;1;46;12;7.4383836;2116
330;0;26;12;5.7990928;676
120;1;44;9;4.7874918;1936
370;0;33;9;5.9135032;1089
340;0;23;6;5.8289456;529
300;1;43;6;5.7037826;1849
148;0;21;14;4.9972124;441
300;1;73;6;5.7037826;5329
318;1;38;6;5.7620516;1444
3370;1;66;6;8.1226683;4356
100;1;34;8;4.6051702;1156
100;0;33;5;4.6051702;1089
70;1;16;5;4.2484951;256
70;0;14;5;4.2484951;196
300;1;48;3;5.7037826;2304
250;1;22;12;5.521461;484
250;1;17;12;5.521461;289
2620;1;52;4;7.8709297;2704
180;1;41;6;5.1929569;1681
180;1;18;6;5.1929569;324
180;1;14;3;5.1929569;196
7405;1;40;6;8.9099112;1600
160;0;56;6;5.0751739;3136
620;1;62;4;6.4297194;3844
400;1;34;6;5.9914646;1156
250;1;71;1;5.521461;5041
212;0;57;3;5.3565865;3249
500;1;58;3;6.2146082;3364
536;1;48;6;6.2841344;2304
536;0;48;6;6.2841344;2304
920;1;21;12;6.8243737;441
200;1;28;6;5.2983174;784
0;1;45;6;;2025
208;1;43;6;5.3375382;1849
760;1;56;6;6.6333184;3136
120;1;32;6;4.7874918;1024
200;1;43;12;5.2983174;1849
120;1;64;6;4.7874918;4096
160;1;42;6;5.0751739;1764
160;1;32;16;5.0751739;1024
282;0;46;6;5.6419072;2116
150;1;38;6;5.0106354;1444
150;1;35;6;5.0106354;1225
150;0;30;8;5.0106354;900
288;1;50;6;5.6629605;2500
240;0;44;6;5.480639;1936
288;1;23;6;5.6629605;529
180;1;37;6;5.1929569;1369
160;1;45;3;5.0751739;2025
160;1;19;6;5.0751739;361
100;1;38;6;4.6051702;1444
130;1;78;4;4.8675346;6084
25;0;74;0;3.2188759;5476
250;1;55;6;5.521461;3025
250;0;50;6;5.521461;2500
380;1;64;1;5.9401712;4096
320;1;28;6;5.768321;784
200;1;44;6;5.2983174;1936
200;1;17;6;5.2983174;289
100;1;65;2;4.6051702;4225
100;1;21;6;4.6051702;441
100;1;22;6;4.6051702;484
100;1;20;6;4.6051702;400
220;0;38;6;5.3936276;1444
600;1;26;6;6.3969297;676
150;1;24;12;5.0106354;576
659;1;30;12;6.4907236;900
610;1;35;16;6.4134588;1225
120;1;27;12;4.7874918;729
270;1;29;6;5.5984221;841
346;1;28;6;5.8464389;784
180;1;32;4;5.1929569;1024
150;1;30;6;5.0106354;900
290;1;58;0;5.6698809;3364
290;1;18;0;5.6698809;324
120;1;58;6;4.7874918;3364
230;1;50;0;5.4380794;2500
230;1;56;6;5.4380794;3136
450;1;24;12;6.1092477;576
650;1;22;12;6.4769726;484
842;1;42;15;6.7357802;1764
692;1;39;12;6.5395861;1521
412;0;26;12;6.0210233;676
450;1;24;12;6.1092477;576
370;1;51;3;5.9135032;2601
460;1;22;12;6.1312265;484
500;1;52;6;6.2146082;2704
250;0;31;6;5.521461;961
150;1;74;2;5.0106354;5476
100;1;13;7;4.6051702;169
280;1;33;12;5.6347895;1089
300;1;35;4;5.7037826;1225
120;1;42;6;4.7874918;1764
20;0;34;12;2.9957323;1156
160;1;41;6;5.0751739;1681
400;1;30;4;5.9914646;900
65;1;62;6;4.1743875;3844
0;1;24;16;;576
160;1;25;6;5.0751739;625
230;1;38;6;5.4380794;1444
20;1;65;6;2.9957323;4225
380;1;29;12;5.9401712;841
200;1;62;6;5.2983174;3844
412;0;37;12;6.0210233;1369
412;1;25;12;6.0210233;625
220;1;43;3;5.3936276;1849
255;1;45;6;5.5412636;2025
450;1;35;6;6.1092477;1225
220;1;51;2;5.3936276;2601
220;0;23;11;5.3936276;529
220;1;17;4;5.3936276;289
185;1;42;6;5.220356;1764
330;1;52;4;5.7990928;2704
600;1;66;3;6.3969297;4356
300;1;31;12;5.7037826;961
500;1;58;6;6.2146082;3364
340;0;34;17;5.8289456;1156
120;1;69;4;4.7874918;4761
120;1;22;6;4.7874918;484
120;1;19;6;4.7874918;361
320;1;24;5;5.768321;576
100;1;67;0;4.6051702;4489
100;1;23;10;4.6051702;529
55;0;58;3;4.0073333;3364
210;0;36;6;5.3471074;1296
200;1;36;6;5.2983174;1296
200;1;26;6;5.2983174;676
200;1;24;6;5.2983174;576
180;0;28;6;5.1929569;784
240;1;27;0;5.480639;729
200;1;41;6;5.2983174;1681
318;0;21;12;5.7620516;441
150;0;18;12;5.0106354;324
220;1;33;6;5.3936276;1089
265;1;52;3;5.57973;2704
360;0;54;6;5.8861041;2916
265;1;28;6;5.57973;784
320;1;49;6;5.768321;2401
350;1;64;6;5.857933;4096
300;0;37;12;5.7037826;1369
440;1;28;6;6.0867748;784
80;1;49;0;4.3820267;2401
40;1;33;0;3.6888795;1089
0;0;59;0;;3481
120;1;38;6;4.7874918;1444
150;1;50;0;5.0106354;2500
150;1;35;2;5.0106354;1225
55;1;63;0;4.0073333;3969
30;1;13;0;3.4011974;169
80;1;37;0;4.3820267;1369
30;1;58;0;3.4011974;3364
25;1;65;0;3.2188759;4225
80;1;53;2;4.3820267;2809
40;1;36;3;3.6888795;1296
280;1;70;4;5.6347895;4900
280;1;40;6;5.6347895;1600
600;1;42;6;6.3969297;1764
350;1;26;6;5.857933;676
550;1;52;6;6.3099184;2704
130;0;47;6;4.8675346;2209
168;1;29;6;5.1239638;841
80;1;67;0;4.3820267;4489
240;1;42;6;5.480639;1764
130;0;58;3;4.8675346;3364
175;1;35;6;5.1647859;1225
188;1;54;0;5.2364421;2916
0;1;23;0;;529
188;1;18;0;5.2364421;324
188;1;17;10;5.2364421;289
125;1;64;3;4.8283138;4096
160;1;38;6;5.0751739;1444
300;1;53;2;5.7037826;2809
265;1;26;9;5.57973;676
537;1;31;6;6.2859979;961
200;1;61;3;5.2983174;3721
160;1;35;6;5.0751739;1225
120;1;50;3;4.7874918;2500
120;1;35;6;4.7874918;1225
200;0;27;6;5.2983174;729
200;1;27;6;5.2983174;729
120;1;60;6;4.7874918;3600
120;0;21;9;4.7874918;441
120;0;20;9;4.7874918;400
120;0;18;9;4.7874918;324
120;1;16;10;4.7874918;256
320;1;74;2;5.768321;5476
120;0;57;6;4.7874918;3249
150;0;39;11;5.0106354;1521
190;1;40;6;5.2470241;1600
180;1;64;6;5.1929569;4096
